"","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","zipcode","yr_old","renovated_status"
"13226",370,4,3,2420,39704,1,0,0,3,9,2420,0,98038,36,0
"13227",150,4,2,1460,7254,1,0,0,3,6,1460,0,98178,62,0
"13228",683.5,3,2,1820,5756,2,0,0,3,7,1640,180,98119,75,0
"13229",499.95,3,2,1520,2208,2,0,0,3,8,1040,480,98119,14,0
"13230",255,2,1,1320,9967,1,0,0,3,6,940,380,98108,102,0
"13231",279,3,2,1920,7779,2,0,0,3,7,1920,0,98031,32,0
"13232",910,5,3,2640,5096,2,0,NA,3,10,2640,0,98115,12,0
"13233",699,4,2,2650,7945,2,0,0,3,9,2650,0,98125,15,0
"13234",1651,NA,3,3640,13530,1,0,0,3,9,2570,1070,98039,97,1
"13235",248,3,1,1420,8800,1,0,0,4,6,1090,330,98030,NA,0
"13236",429,3,1,1540,37950,1,0,0,4,7,1090,450,98001,62,0
"13237",685,4,1,1550,15239,2,1,4,3,6,1370,180,98166,91,0
"13238",316,2,1,730,5040,1,0,0,3,6,730,0,98126,94,0
"13239",410,2,1,2020,7540,1,0,0,3,7,1010,1010,98118,100,0
"13240",299,3,1,1200,15843,1,0,2,3,7,1200,0,98045,66,0
"13241",559,2,1,1240,6400,1,0,1,4,7,1060,180,98126,83,0
"13242",575,3,2,2680,100188,2,0,0,4,8,1580,1100,98027,43,0
"13243",602,3,2,1640,3804,2,0,0,3,8,1640,0,98122,23,0
"13244",492,4,2,1640,5000,2,0,0,3,7,1640,0,98107,114,1
"13245",293.5,3,2,1610,5024,2,0,0,3,7,1610,0,98038,17,0
"13246",481,3,3,2290,14810,1,0,0,5,7,1400,890,98056,54,0
"13247",311.1,4,2,2130,8078,1,0,0,4,7,1380,750,NA,44,0
"13248",375,3,2,2140,13598,2,0,0,4,7,1620,520,98014,51,0
"13249",1075,3,3,4020,435600,2,0,2,3,10,4020,0,98045,22,0
"13250",500,5,2,2030,8400,1,0,0,3,7,1330,700,98052,53,0
"13251",553,3,1,1380,6250,1,0,0,4,7,1380,0,98136,103,0
"13252",760,3,2,1780,1750,1,0,2,3,8,1400,380,98103,94,1
"13253",589.5,4,2,1440,3200,1,0,1,4,7,960,480,98136,61,0
"13254",840,5,3,2790,20824,1,0,0,3,9,1680,1110,98115,62,0
"13255",2546,4,3,4190,8805,2,0,NA,5,9,3490,700,98112,93,0
"13256",1275,3,2,3870,46609,2,0,3,3,NA,3870,0,98008,24,0
"13257",260,3,2,1850,7875,1,0,0,3,7,1250,600,98058,53,0
"13258",430,3,2,1550,1469,3,0,0,3,8,1550,0,98103,17,0
"13259",781,3,2,1920,1896,3,0,3,3,8,1920,0,98103,21,0
"13260",280,2,1,790,13170,1,0,0,3,6,790,0,98106,74,0
"13261",392,5,2,3740,32481,2,0,0,3,8,2240,1500,98198,63,0
"13262",466.2,3,2,1340,8856,1,0,0,4,7,NA,0,98008,62,0
"13263",641,3,2,1620,3975,1,0,0,5,7,940,680,98117,95,0
"13264",350,3,1,1680,NA,1,0,0,3,7,840,840,98117,70,0
"13265",450,3,2,1610,4364,2,0,0,3,8,1610,0,98029,25,0
"13266",1800,4,4,4460,16953,1,0,0,3,9,2550,1910,98039,59,1
"13267",185,3,2,1200,1848,2,NA,0,3,8,1200,0,98055,55,0
"13268",290,2,1,1250,NA,1,0,0,5,7,1250,0,98056,63,0
"13269",964,3,2,3630,9475,2,0,0,3,11,3630,0,98074,22,0
"13270",2000,4,3,4260,18000,2,0,2,3,11,4260,0,98040,21,0
"13271",545,3,2,2180,15693,1,0,0,4,8,1850,330,98075,42,0
"13272",609.95,3,2,1760,10350,1,0,0,4,7,1330,430,98033,42,0
"13273",605,4,2,1820,7626,1,0,0,5,7,990,830,98103,NA,0
"13274",550,4,2,NA,9163,1,0,0,4,8,1450,670,98006,60,0
"13275",905,4,3,2730,4268,2,0,1,3,9,2730,0,98199,NA,0
"13276",384.2,3,2,2430,7613,2,0,0,4,8,NA,0,98058,35,0
"13277",370,3,NA,1170,1105,1,0,0,3,7,1170,0,98126,56,0
"13278",717.5,3,1,2090,4000,2,0,NA,3,8,1890,200,98199,90,0
"13279",1999,4,3,3910,7500,2,0,2,4,11,2550,1360,98199,88,0
"13280",365.5,2,1,1140,15624,1,0,0,4,6,1140,0,98177,112,0
"13281",580,2,2,1460,5700,2,0,0,3,7,1460,0,98115,109,NA
"13282",415,4,2,2700,14760,NA,0,0,5,9,2700,0,98022,81,0
"13283",272,2,1,670,6300,1,0,0,4,6,670,0,98126,79,0
"13284",600,3,2,1880,6360,1,0,0,4,7,1040,840,98115,76,0
"13285",744,4,3,1980,5352,2,0,0,3,8,1980,NA,98136,80,1
"13286",830,3,3,2080,10521,2,0,0,3,NA,2080,0,98034,17,0
"13287",322,3,3,1380,1225,3,0,0,3,NA,1380,0,98133,21,0
"13288",270,3,2,1808,19200,1,0,0,3,8,1808,0,98001,16,0
"13289",272.45,3,1,1350,7973,2,0,0,3,7,1350,0,98188,67,0
"13290",605,3,3,1760,2114,2,0,0,3,7,1400,360,98107,13,0
"13291",510,3,2,1950,8325,1,0,0,4,7,1950,0,98011,59,0
"13292",1125,4,4,3170,4000,2,0,0,3,10,2340,830,98112,22,0
"13293",1688,4,2,3000,7500,2,0,0,3,9,3000,0,98105,84,NA
"13294",162,4,1,1460,16638,1,0,0,4,6,1460,0,98010,46,0
"13295",337.5,3,2,1350,5850,1,0,0,4,7,1050,300,98198,48,0
"13296",312,3,2,1470,7857,1,0,0,4,7,1180,290,98055,48,0
"13297",740,4,3,3350,199253,2,0,0,3,10,3350,0,98010,17,0
"13298",700,4,3,3350,199253,2,0,0,NA,10,3350,0,98010,17,0
"13299",328,4,1,1360,8136,1,0,0,3,7,1360,0,98133,73,0
"13300",241,3,1,1020,7538,1,0,0,3,7,1020,0,98032,40,0
"13301",265,3,2,1840,6750,1,NA,0,4,7,1270,570,98031,41,0
"13302",246,5,2,2030,10200,1,0,0,4,7,2030,0,98002,63,0
"13303",271,4,NA,1490,9112,1,0,0,3,6,970,520,98146,81,0
"13304",270,2,1,2060,8398,1,0,0,3,7,1260,800,98168,59,0
"13305",395,4,2,2240,7085,2,0,0,3,7,2240,0,98125,77,1
"13306",340,3,2,1460,5715,1,0,0,3,7,1460,0,98118,64,1
"13307",340,3,2,2140,13260,1,0,0,3,7,1240,900,98146,73,0
"13308",335,2,2,1420,1246,2,0,0,3,8,1420,0,98106,14,0
"13309",435,2,1,1060,3036,2,0,0,4,6,1060,0,98105,78,0
"13310",527.95,4,2,1760,3600,1,0,0,5,7,880,880,98103,95,0
"13311",600,2,2,2320,18919,2,1,NA,4,8,2320,0,98070,45,0
"13312",667,3,2,1770,3880,1,0,0,3,8,1300,470,98117,58,0
"13313",1148,10,5,4590,10920,1,0,2,3,9,2500,2090,98004,13,0
"13314",417,3,2,2040,11211,2,0,0,3,8,2040,0,98055,21,0
"13315",451,4,NA,1260,7250,1,0,0,3,6,1260,0,98027,78,0
"13316",580,2,1,1650,9780,1,0,0,3,7,950,700,98199,78,0
"13317",570,4,2,2380,36446,2,0,0,4,NA,2380,0,98077,44,0
"13318",750,5,3,NA,7500,2,0,1,3,7,2150,600,98033,84,1
"13319",685,3,2,2810,7700,2,0,0,3,9,2810,0,98006,20,0
"13320",275,3,2,1340,9764,1,0,0,3,7,1340,0,98052,77,0
"13321",739.888,3,2,2420,43177,2,0,NA,4,8,1690,730,98075,32,0
"13322",715,2,2,2160,5581,1,0,0,3,8,2160,0,98053,19,0
"13323",800,4,2,2450,4400,1,0,0,3,7,1450,1000,98102,108,1
"13324",350,3,2,1870,9000,1,0,0,3,7,1120,750,98108,98,0
"13325",220,3,1,1000,223462,1,0,2,4,6,1000,0,98022,88,0
"13326",452.5,3,2,2240,7791,2,0,0,3,7,NA,0,98065,19,0
"13327",280,4,2,2200,NA,2,0,0,3,7,2200,0,98042,13,0
"13328",248,1,1,790,12000,1,0,0,3,6,790,0,98118,103,0
"13329",305,2,1,890,7200,1,0,0,3,7,740,150,98115,72,0
"13330",435.01,3,1,1270,4000,1,0,0,3,NA,1120,150,98106,67,0
"13331",678.1,3,2,1850,2860,2,0,0,5,8,1210,640,98116,90,0
"13332",325,3,2,1352,1694,3,0,0,3,8,1352,0,98125,NA,0
"13333",529.95,3,2,1540,8400,1,0,0,3,7,1180,360,98052,53,0
"13334",440,3,2,1640,8529,1,0,0,5,7,1640,NA,98155,70,0
"13335",585,3,1,1350,4800,2,0,0,3,7,1350,0,98116,93,0
"13336",462.608,3,2,2010,2778,2,0,0,3,8,1390,620,98029,7,0
"13337",350.5,3,2,2080,5200,1,0,0,3,NA,1040,1040,98166,47,0
"13338",210,NA,1,1040,8125,1,0,0,3,7,1040,0,98003,65,0
"13339",510,3,2,1890,5929,2,0,NA,3,8,1890,0,98029,28,0
"13340",280,3,2,1810,7630,1,0,0,4,7,1810,0,98056,62,0
"13341",385,3,2,1930,14389,1,0,0,3,7,1130,800,98155,58,NA
"13342",349,3,1,1010,8184,1,0,0,4,6,1010,0,98155,74,0
"13343",252,3,2,1740,10836,1,0,0,3,7,910,830,98031,40,0
"13344",1100,4,2,2910,8881,2,0,1,3,10,1940,970,98199,89,0
"13345",375,3,2,1330,8004,2,0,0,3,7,1330,0,98034,36,0
"13346",336,4,2,2210,11700,2,0,0,4,8,2210,0,98032,54,0
"13347",732,3,4,2670,6517,2,0,4,4,8,2020,650,NA,44,0
"13348",200,2,1,1000,6227,1,0,0,3,6,1000,0,98168,72,0
"13349",681.716,NA,2,3150,7277,2,0,0,3,9,3150,0,98056,15,0
"13350",235,3,2,1520,12246,1,0,0,4,6,1520,0,98010,50,0
"13351",257.5,3,1,1690,13825,1,0,0,3,7,1210,480,98148,66,0
"13352",315,3,1,1070,9497,1,0,0,3,7,1070,0,98028,66,0
"13353",299.95,3,1,910,8000,1,0,0,4,6,740,170,98177,71,0
"13354",530,4,2,2130,8640,1,0,0,3,7,1430,700,98034,52,0
"13355",766.5,2,2,2230,6930,1,0,0,4,8,1530,700,98105,74,0
"13356",860,4,2,3560,11119,1,0,2,3,10,2290,1270,98004,NA,0
"13357",690,3,NA,2590,4961,2,0,0,3,9,2590,0,98126,77,1
"13358",551,4,2,2040,6348,1,0,0,3,7,1020,1020,98103,59,0
"13359",530,3,3,2100,20150,1,0,0,4,7,2100,0,98034,66,0
"13360",568,3,1,1340,7260,2,0,0,3,7,1340,0,98125,68,0
"13361",749.95,3,2,2770,10773,2,0,2,3,9,2770,0,98008,29,0
"13362",535,3,2,2400,12546,1,0,0,3,9,2400,0,NA,38,0
"13363",234.3,3,1,1140,9779,1,0,0,3,7,1140,0,98055,58,0
"13364",190,2,1,930,11450,1,0,0,3,6,930,0,98178,75,0
"13365",525,4,2,1820,6600,1,0,0,5,7,1820,0,98007,61,0
"13366",610,4,1,1390,3708,2,0,0,4,7,1390,0,98117,95,0
"13367",520,3,2,1480,1165,3,0,0,3,8,1480,0,98144,15,0
"13368",375,2,1,760,6000,1,0,0,3,6,760,0,98199,79,0
"13369",600,3,2,1580,NA,1,0,0,3,7,1150,430,98005,54,0
"13370",664,4,NA,1870,16200,1,0,0,5,8,1250,620,98033,47,0
"13371",698,2,1,1510,4080,1,0,0,3,7,1010,500,98103,98,0
"13372",418,3,2,1250,1306,3,0,0,3,7,1250,0,98107,20,0
"13373",271.675,3,2,2140,13068,1,0,0,4,7,1460,680,98092,47,0
"13374",450,3,1,1540,9028,1,0,0,4,6,1540,0,98033,53,0
"13375",759,3,2,2950,78843,2,0,0,3,9,2950,0,98075,15,0
"13376",599.95,6,NA,2020,4129,1,0,0,3,7,1230,790,98105,27,0
"13377",810,4,3,2820,5000,2,0,0,3,8,2170,650,98199,94,0
"13378",331.292,3,2,1660,10000,1,0,0,3,7,1660,0,98019,49,0
"13379",348,3,2,1830,2417,1,0,0,3,7,930,900,98144,102,0
"13380",435,2,1,720,5600,1,0,0,4,7,720,0,98116,101,0
"13381",530,3,2,2160,9063,2,0,0,3,8,2160,0,98133,29,0
"13382",227,3,2,1510,9837,2,0,0,3,7,1510,0,98001,32,0
"13383",285,3,2,1870,42070,1,0,0,3,7,1870,0,98168,68,0
"13384",740,4,2,2860,26136,1,0,0,3,8,1640,1220,98005,44,0
"13385",246,3,1,990,9145,2,0,0,4,6,990,0,98146,82,0
"13386",260,3,1,1910,8710,1,0,0,3,7,1080,830,98168,67,0
"13387",366,3,2,1350,10200,1,0,0,3,7,1350,0,98074,44,0
"13388",594.95,4,3,2557,9480,2,0,NA,3,7,2557,0,98118,73,1
"13389",608,3,3,2610,5000,2,0,0,4,7,1710,900,98107,75,0
"13390",313.1,3,2,1720,11875,1,0,0,5,6,1720,0,98056,116,0
"13391",185,3,2,1170,9085,1,0,0,3,7,1170,0,98023,54,0
"13392",455,2,1,1140,11480,1,0,0,3,6,1140,0,98118,114,0
"13393",235,3,2,2350,9051,1,0,0,4,8,1570,780,98023,55,0
"13394",230,3,1,1020,12289,1,0,0,4,7,1020,0,98058,54,0
"13395",770,4,2,2730,5000,1,0,0,5,7,1460,1270,98116,66,0
"13396",240,4,2,1830,7614,2,0,0,3,7,1830,0,98030,30,0
"13397",461,3,2,1690,3026,2,0,0,3,7,1690,0,98053,19,0
"13398",1580,4,2,2900,10500,1,0,3,5,8,1450,1450,98040,58,0
"13399",1822.5,4,4,NA,88714,2,0,0,3,12,6380,0,98029,15,0
"13400",452,3,2,1690,4000,2,0,0,3,7,1690,0,98053,17,0
"13401",765,4,2,2660,5043,2,0,2,3,9,2660,0,98029,18,0
"13402",1050,4,4,4550,54013,1,0,1,4,NA,2300,2250,98075,32,0
"13403",546,3,3,1530,9999,1,0,0,4,7,1150,380,98033,38,0
"13404",781,3,2,2070,4463,2,0,0,5,8,1780,290,98115,90,0
"13405",538,4,2,1880,7953,1,0,0,4,7,NA,0,98008,56,0
"13406",790,4,2,2240,8664,1,0,0,NA,8,1470,770,98033,46,0
"13407",696.5,4,3,2540,4400,2,0,0,5,7,1630,910,98103,96,0
"13408",276,3,2,NA,8137,1,0,0,4,7,1370,0,98003,33,0
"13409",269,2,1,770,8612,1,0,0,3,6,770,0,98155,68,0
"13410",2415,5,5,7880,24250,2,0,2,3,NA,7880,0,98177,25,0
"13411",829,4,3,2970,59677,1,0,2,4,8,1610,1360,98075,48,0
"13412",122,2,1,740,6840,1,0,0,3,6,740,0,98126,79,0
"13413",352.5,3,2,1360,7680,1,0,0,NA,7,1360,0,98133,66,0
"13414",249,4,2,1280,7560,1,0,0,5,6,1280,0,98058,62,0
"13415",360,4,2,1920,7803,1,0,0,3,7,1080,840,98155,59,0
"13416",629.5,3,2,2020,10584,1,0,0,3,10,2020,0,98075,27,0
"13417",1140,4,2,3310,127631,2,0,0,NA,9,3310,0,98072,97,1
"13418",1550,2,2,2950,15593,1,0,0,4,8,1560,1390,98039,79,1
"13419",275,3,2,1320,7695,1,0,0,4,7,1320,0,98056,62,0
"13420",697,4,2,3160,6961,2,0,0,3,8,3160,0,98074,16,0
"13421",379.5,2,1,1640,17335,1,0,0,3,7,840,800,98053,43,0
"13422",720,3,3,2440,76531,1,0,0,3,10,1640,800,98072,41,0
"13423",675,4,2,3000,5548,2,0,0,3,NA,3000,0,98059,15,0
"13424",1169,5,2,2810,6000,2,0,0,3,9,2810,0,98109,114,0
"13425",1100,3,2,2390,6888,2,0,1,5,8,2390,0,98115,82,0
"13426",520,4,1,2080,3500,2,0,0,5,7,1260,820,98136,95,0
"13427",415,3,2,2650,7500,2,0,0,4,7,1590,1060,98155,59,0
"13428",415,3,2,1060,1536,2,0,0,3,8,1060,0,98117,NA,0
"13429",450,3,2,1940,8312,1,0,1,4,7,1220,720,NA,58,0
"13430",485,2,1,1080,4080,1,0,0,3,8,1080,0,98115,73,0
"13431",294,3,2,1700,9600,2,0,NA,3,7,1700,0,98042,37,0
"13432",1037,4,NA,4440,10660,2,0,0,3,11,4440,0,98059,18,0
"13433",690,3,1,1580,4000,2,0,0,3,8,1580,0,98102,116,0
"13434",716.5,5,3,3630,38461,2,0,0,3,11,3630,0,98058,21,0
"13435",481,2,2,1290,1137,3,0,0,3,8,1290,0,98107,14,0
"13436",575,4,3,1960,4635,1,0,0,NA,7,1000,960,98118,53,0
"13437",785,3,2,2090,5015,2,0,0,5,7,2090,0,98112,101,0
"13438",480,3,2,1960,43995,1,0,0,3,7,1960,0,98059,51,0
"13439",720,3,2,2120,9297,2,0,0,4,8,2120,0,98006,40,0
"13440",536,3,3,2290,34548,2,0,3,4,7,2290,0,98042,37,0
"13441",324.9,4,2,1880,7965,2,0,0,3,7,1880,0,98038,21,0
"13442",265,2,1,770,5160,1,0,0,3,6,770,0,98106,78,0
"13443",545,3,2,1530,3210,2,0,0,NA,7,1010,520,98117,93,0
"13444",465,2,2,1450,27075,1,0,0,3,7,1450,0,98133,81,0
"13445",292.5,3,2,1690,7320,2,0,0,3,7,1690,0,98198,34,0
"13446",860,4,2,1880,3720,2,0,0,4,7,1880,0,98109,97,0
"13447",1045,4,3,4160,47480,2,0,0,3,10,4160,0,98072,26,0
"13448",495,4,2,2140,7245,2,0,0,3,7,2140,0,98133,18,0
"13449",342,2,2,1320,1462,3,0,0,3,7,1320,0,98125,24,0
"13450",320,4,2,2000,10051,2,0,0,3,7,2000,0,98038,24,0
"13451",444,3,2,1460,2610,2,0,0,3,8,1460,0,98103,34,0
"13452",804.1,4,2,3070,8086,2,0,0,3,10,3070,0,98059,16,0
"13453",432,3,2,1660,15000,1,0,0,4,7,1660,0,98075,51,0
"13454",230,6,2,1810,4838,2,0,0,4,5,1050,760,98055,116,0
"13455",935,4,4,3510,11200,2,0,0,3,11,3510,0,98059,20,0
"13456",634.95,3,3,2180,2650,2,0,0,NA,8,1410,770,98117,91,0
"13457",780,6,4,3300,5720,1,0,0,3,8,1960,1340,98115,58,0
"13458",611,4,2,2460,4200,2,0,0,3,8,2460,0,98074,23,0
"13459",475.999,4,2,1880,4175,2,0,0,3,7,1090,790,98107,77,0
"13460",565,3,2,2290,9450,NA,0,0,3,9,1670,620,98008,42,0
"13461",630,4,2,2290,26720,2,0,0,3,8,2290,0,98177,44,0
"13462",840,4,4,3860,18334,2,0,0,3,10,3120,740,98077,25,0
"13463",790,3,2,2640,432036,NA,0,3,3,10,2640,0,98022,25,0
"13464",450,5,2,2850,209523,1,0,0,4,7,1930,920,98058,96,1
"13465",1272,4,3,3020,4000,2,0,0,5,8,1920,1100,98112,94,0
"13466",520,3,2,1510,3760,1,0,0,5,7,930,580,98136,96,0
"13467",446.8,NA,2,2410,8712,1,0,0,3,7,1260,1150,98144,63,0
"13468",652,3,1,1470,6122,1,0,0,3,8,1200,NA,98199,73,0
"13469",1170,3,3,2890,12130,2,0,3,4,10,2830,60,98033,34,0
"13470",745,4,3,3490,7024,2,0,0,3,10,3490,0,98075,15,0
"13471",594,3,NA,1270,1406,2,0,0,3,8,1060,210,98105,7,0
"13472",257,2,1,1000,3700,1,0,0,3,6,800,200,98118,92,0
"13473",485,4,2,1430,4096,2,0,0,3,7,1430,0,98122,121,0
"13474",330,3,1,1060,20040,1,0,0,3,6,1060,0,98034,78,0
"13475",381,3,2,1680,8946,1,0,0,3,6,940,740,98053,25,0
"13476",849.9,2,2,2280,641203,NA,0,0,3,9,2280,0,98070,31,0
"13477",793,4,2,2450,4080,2,0,0,4,8,1490,NA,98115,91,0
"13478",920,3,2,3650,5353,2,0,NA,4,7,2200,1450,98144,74,0
"13479",455,2,1,830,4000,1,0,0,4,6,830,0,98117,74,0
"13480",975,4,NA,3490,7494,2,0,3,3,11,3490,0,98006,21,0
"13481",375,2,2,1050,1046,2,0,0,3,8,960,90,98122,14,0
"13482",400,2,2,1170,1811,2,0,0,3,8,1170,0,98122,20,0
"13483",447,3,1,1220,7200,1,0,0,4,7,1220,0,98008,56,0
"13484",470,3,2,1310,8600,1,0,0,4,7,1310,0,98033,34,0
"13485",665,4,2,3130,7582,2,0,0,3,8,3130,0,98075,17,0
"13486",295.5,3,2,1590,NA,2,0,0,3,6,1290,300,98168,88,1
"13487",200,4,2,1720,8638,2,0,0,3,NA,1720,0,98003,27,0
"13488",620,3,2,2520,212137,NA,0,0,3,9,1590,930,98019,16,0
"13489",434.9,3,2,1520,11067,1,0,0,3,7,1140,380,98074,38,0
"13490",1328,4,2,3260,4640,2,0,0,5,9,2360,900,98112,NA,0
"13491",1650,4,3,3910,7500,2,0,0,3,10,3910,0,98033,15,0
"13492",852.5,4,2,3480,6315,2,0,0,3,9,2360,1120,98052,21,0
"13493",790,3,2,3040,34670,2,0,0,4,10,3040,0,98072,38,0
"13494",565,NA,2,2030,7350,1,0,0,3,8,2030,0,98008,55,0
"13495",1127.5,6,3,3870,24700,2,0,0,3,10,2520,1350,98028,32,0
"13496",289.95,3,2,1870,1436,2,0,0,3,7,1870,0,98059,17,0
"13497",850,2,2,2640,13939,1,0,1,5,8,1640,1000,98006,58,0
"13498",505,4,2,1940,4800,1,0,0,5,7,1030,910,98122,99,0
"13499",372,3,2,1710,5633,2,0,0,3,7,1710,0,98034,40,0
"13500",207,4,NA,1690,7728,2,0,0,4,7,1690,0,98198,54,0
"13501",780,3,2,2340,10495,1,0,0,4,8,2340,0,98040,54,0
"13502",400,4,2,1700,20283,2,0,0,3,7,1340,360,98019,56,0
"13503",440.25,3,2,1850,8124,1,0,0,4,7,1850,0,98177,73,0
"13504",585,2,2,1370,7920,1,0,0,3,8,950,420,98199,72,0
"13505",850,4,2,NA,9972,2,0,0,3,9,2900,0,98006,28,0
"13506",570,3,3,2400,3192,2,0,0,3,7,2400,0,98103,30,0
"13507",869,4,3,3740,30884,2,0,NA,3,9,3060,680,98072,33,0
"13508",551,4,3,2170,5988,2,0,0,3,8,2170,0,98155,7,0
"13509",172.38,3,1,970,8378,1,0,0,4,6,970,0,98023,59,0
"13510",355,3,2,2620,78843,1,0,3,4,7,1310,1310,98092,57,0
"13511",728.935,4,2,2980,10194,2,0,0,3,9,2980,0,98006,28,0
"13512",850,3,2,2340,1919,2,0,2,4,9,2340,0,98033,40,0
"13513",515,5,2,1880,48787,2,0,0,3,6,1880,0,98059,99,0
"13514",215,2,1,1480,5325,1,0,0,4,7,1120,NA,98022,96,0
"13515",220,4,2,2240,9826,1,0,0,4,7,1370,870,98023,33,0
"13516",845,4,2,2940,7675,2,0,0,3,9,2940,0,NA,17,0
"13517",390,1,1,710,4000,1,0,0,4,6,610,100,98103,93,0
"13518",135,4,1,1460,18599,2,0,0,3,5,1460,0,98146,81,0
"13519",439,3,1,1530,19007,1,0,0,4,8,1290,240,98166,72,0
"13520",585,NA,2,2630,6185,2,0,0,3,9,2630,0,98056,22,0
"13521",620,5,1,2230,16800,2,0,3,4,7,1700,530,98136,98,0
"13522",477,3,1,960,3600,1,0,0,4,7,960,0,98117,115,0
"13523",399.5,2,2,1180,1722,2,0,0,3,8,1180,0,98116,15,0
"13524",500,2,1,1760,27332,1,1,4,4,7,1300,460,98198,70,0
"13525",432.5,3,2,1340,8867,2,0,0,3,8,1340,0,98125,37,0
"13526",940,4,2,2800,18673,1,0,0,5,9,1650,1150,98005,56,0
"13527",3168.75,NA,4,4330,11979,1,0,4,3,12,2090,2240,98004,13,0
"13528",1080,3,2,3720,NA,2,0,0,3,11,3720,0,98074,39,0
"13529",229.999,4,2,1670,5200,1,0,0,4,7,1030,640,98042,44,0
"13530",233,3,1,1100,7657,1,0,0,3,7,1100,0,98188,66,0
"13531",600,3,2,NA,8016,2,0,0,3,8,2910,330,98065,17,0
"13532",334,4,2,1680,7620,1,0,0,4,7,1180,500,98166,56,0
"13533",332.5,3,1,1030,8164,1,0,0,4,7,1030,0,98133,71,0
"13534",249.9,3,2,1630,7700,1,0,0,3,7,1120,510,98031,43,0
"13535",310,3,2,2610,12180,1,0,0,3,7,1670,940,98146,103,0
"13536",200,2,1,1250,8520,1,0,0,3,6,1250,0,98126,93,0
"13537",310,4,2,1480,11200,1,0,0,4,7,1480,0,98059,52,0
"13538",230,3,1,1390,6000,1,0,0,3,5,1390,0,98056,67,0
"13539",420,4,2,1940,5414,2,0,0,3,8,1940,0,98108,24,0
"13540",785,4,2,2960,4750,2,0,0,3,9,2960,0,98029,16,0
"13541",1775,3,2,4320,19225,1,0,0,4,10,2160,2160,98004,49,0
"13542",265,5,2,1500,7112,1,0,0,5,6,760,740,98166,101,0
"13543",295,2,1,840,10465,1,0,0,3,6,840,0,98155,70,0
"13544",896,4,2,3560,46644,2,0,0,3,11,3560,0,98077,29,0
"13545",415,4,3,2390,9968,1,0,0,4,9,1390,1000,98038,32,0
"13546",250,3,2,1200,5478,1,0,0,5,6,1200,0,98056,66,0
"13547",1475,3,2,2570,5000,2,0,0,3,11,2570,0,98102,37,0
"13548",635,5,2,2180,6000,1,0,0,4,8,1430,NA,98007,55,0
"13549",905,3,2,3450,48787,2,0,0,3,10,3450,0,98072,34,0
"13550",528,3,2,2020,5613,2,0,0,3,7,2020,0,98053,18,0
"13551",530,3,2,2480,7480,2,0,0,3,9,2480,0,98072,29,0
"13552",310,3,2,1140,3104,2,0,0,3,7,1140,0,98029,33,0
"13553",252,3,1,1530,9465,1,0,0,4,7,1530,0,98059,61,0
"13554",334.5,3,2,1700,8160,1,0,0,3,7,1120,580,98133,60,0
"13555",370,3,1,2150,8480,1,0,0,3,8,1610,540,98115,70,0
"13556",311,3,2,1190,7840,2,0,0,4,6,1190,0,98108,103,0
"13557",260,3,3,1730,4131,2,0,NA,3,7,1480,250,98106,46,0
"13558",217.5,3,2,1400,9546,1,0,0,4,7,1400,0,98003,37,0
"13559",290,3,2,2200,4240,2,0,0,3,7,2200,0,98042,18,0
"13560",500,3,2,960,4600,1,0,0,3,6,960,0,98033,77,0
"13561",423.5,3,2,1770,6000,1,0,3,3,7,1100,670,98118,37,0
"13562",715,4,2,2970,5722,2,0,0,3,9,2970,0,98074,16,0
"13563",299,3,2,1590,3121,2,NA,0,3,7,1590,0,98118,27,0
"13564",635,3,2,3350,4007,2,0,0,3,8,2550,800,98034,16,0
"13565",806,4,2,3370,9629,2,0,0,3,10,3370,0,98075,22,0
"13566",289.95,3,2,1960,3480,2,0,0,3,7,1960,0,98056,17,0
"13567",280,3,2,1360,6603,1,0,0,4,7,NA,0,98058,40,0
"13568",479.95,3,2,2780,6000,2,0,0,3,9,2780,0,98058,17,0
"13569",394,4,2,3000,9793,2,0,0,3,7,3000,0,98038,19,0
"13570",682,4,2,3600,203425,2,0,0,3,9,3400,200,98077,42,0
"13571",409.95,2,1,990,3000,1,0,0,4,6,990,0,98103,103,0
"13572",1000,4,4,2990,4200,2,0,4,5,9,2000,990,98144,96,0
"13573",436,4,1,1200,6600,NA,0,2,3,7,1200,0,98136,113,0
"13574",279,3,1,1530,15975,1,0,0,3,7,970,560,98168,69,0
"13575",390,1,2,1440,4920,1,0,0,3,7,720,720,98126,NA,0
"13576",635,3,2,1940,167125,1,1,1,4,7,1480,460,98070,66,0
"13577",304.4,4,3,2140,8100,2,0,0,4,7,2140,0,98023,31,0
"13578",780,5,2,2330,3800,2,0,0,3,7,1360,NA,98115,94,0
"13579",520,4,4,2734,210201,2,0,0,5,8,2734,0,98070,47,0
"13580",580,3,2,1950,10633,1,0,0,3,7,1250,700,98125,43,0
"13581",274,3,2,1440,7198,1,0,0,3,NA,990,450,98055,40,0
"13582",315,3,2,1530,7906,1,0,0,3,7,1150,380,98058,41,0
"13583",390,4,2,1910,77574,1,0,0,4,8,1910,0,98042,50,0
"13584",340,5,2,1750,8220,1,0,0,3,7,1750,0,NA,65,0
"13585",502,3,2,1600,45613,2,0,0,4,8,1600,0,98072,38,0
"13586",260,3,2,1750,11180,1,0,0,3,8,1750,0,98059,53,0
